status,title,normalized_title,doi,openalex_id,arxiv_id,published_date,criteria_hash,source,updated_at,round
include,A vector quantized masked autoencoder for audiovisual speech emotion recognition,avectorquantizedmaskedautoencoderforaudiovisualspeechemotionrecognition,10.1016/j.cviu.2025.104362,,2305.03568,2023-05-05,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,SoundStorm: Efficient Parallel Audio Generation,soundstorm:efficientparallelaudiogeneration,10.48550/arxiv.2305.09636,,2305.09636,2023-05-16,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Efficient Neural Music Generation,efficientneuralmusicgeneration,10.48550/arxiv.2305.15719,,2305.15719,2023-05-25,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Make-A-Voice: Unified Voice Synthesis With Discrete Representation,make-a-voice:unifiedvoicesynthesiswithdiscreterepresentation,10.48550/arxiv.2305.19269,,2305.19269,2023-05-30,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,UniCATS: A Unified Context-Aware Text-to-Speech Framework with Contextual VQ-Diffusion and Vocoding,unicats:aunifiedcontext-awaretext-to-speechframeworkwithcontextualvq-diffusionandvocoding,10.1609/aaai.v38i16.29747,,2306.07547,2023-06-13,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Pushing the Limits of Unsupervised Unit Discovery for SSL Speech Representation,pushingthelimitsofunsupervisedunitdiscoveryforsslspeechrepresentation,10.48550/arxiv.2306.08920,,2306.08920,2023-06-15,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,LM-VC: Zero-shot Voice Conversion via Speech Generation based on Language Models,lm-vc:zero-shotvoiceconversionviaspeechgenerationbasedonlanguagemodels,10.48550/arxiv.2306.10521,,2306.10521,2023-06-18,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,SpeechX: Neural Codec Language Model as a Versatile Speech Transformer,speechx:neuralcodeclanguagemodelasaversatilespeechtransformer,10.48550/arxiv.2308.06873,,2308.06873,2023-08-14,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,"TokenSplit: Using Discrete Speech Representations for Direct, Refined, and Transcript-Conditioned Speech Separation and Recognition","tokensplit:usingdiscretespeechrepresentationsfordirect,refined,andtranscript-conditionedspeechseparationandrecognition",10.48550/arxiv.2308.10415,,2308.10415,2023-08-21,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,SpeechTokenizer: Unified Speech Tokenizer for Speech Large Language Models,speechtokenizer:unifiedspeechtokenizerforspeechlargelanguagemodels,10.48550/arxiv.2308.16692,,2308.16692,2023-08-31,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,RepCodec: A Speech Representation Codec for Speech Tokenization,repcodec:aspeechrepresentationcodecforspeechtokenization,10.48550/arxiv.2309.00169,,2309.00169,2023-08-31,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Voxtlm: unified decoder-only models for consolidating speech recognition/synthesis and speech/text continuation tasks,voxtlm:unifieddecoder-onlymodelsforconsolidatingspeechrecognition/synthesisandspeech/textcontinuationtasks,10.48550/arxiv.2309.07937,,2309.07937,2023-09-14,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Improving Language Model-Based Zero-Shot Text-to-Speech Synthesis with Multi-Scale Acoustic Prompts,improvinglanguagemodel-basedzero-shottext-to-speechsynthesiswithmulti-scaleacousticprompts,10.48550/arxiv.2309.11977,,2309.11977,2023-09-21,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Towards General-Purpose Text-Instruction-Guided Voice Conversion,towardsgeneral-purposetext-instruction-guidedvoiceconversion,10.48550/arxiv.2309.14324,,2309.14324,2023-09-25,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Vec-Tok Speech: speech vectorization and tokenization for neural speech generation,vec-tokspeech:speechvectorizationandtokenizationforneuralspeechgeneration,10.48550/arxiv.2310.07246,,2310.07246,2023-10-11,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Low-latency Speech Enhancement via Speech Token Generation,low-latencyspeechenhancementviaspeechtokengeneration,10.48550/arxiv.2310.08981,,2310.08981,2023-10-13,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,SD-HuBERT: Sentence-Level Self-Distillation Induces Syllabic Organization in HuBERT,sd-hubert:sentence-levelself-distillationinducessyllabicorganizationinhubert,10.48550/arxiv.2310.10803,,2310.10803,2023-10-16,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Acoustic BPE for Speech Generation with Discrete Tokens,acousticbpeforspeechgenerationwithdiscretetokens,10.48550/arxiv.2310.14580,,2310.14580,2023-10-23,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Transduce and Speak: Neural Transducer for Text-to-Speech with Semantic Token Prediction,transduceandspeak:neuraltransducerfortext-to-speechwithsemantictokenprediction,10.48550/arxiv.2311.02898,,2311.02898,2023-11-06,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Loss Masking Is Not Needed in Decoder-only Transformer for Discrete-token-based ASR,lossmaskingisnotneededindecoder-onlytransformerfordiscrete-token-basedasr,10.48550/arxiv.2311.04534,,2311.04534,2023-11-08,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Utilizing Neural Transducers for Two-Stage Text-to-Speech via Semantic Token Prediction,utilizingneuraltransducersfortwo-stagetext-to-speechviasemantictokenprediction,10.48550/arxiv.2401.01498,,2401.01498,2024-01-03,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,ELLA-V: Stable Neural Codec Language Modeling with Alignment-guided Sequence Reordering,ella-v:stableneuralcodeclanguagemodelingwithalignment-guidedsequencereordering,10.48550/arxiv.2401.07333,,2401.07333,2024-01-14,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Predicting positive transfer for improved low-resource speech recognition using acoustic pseudo-tokens,predictingpositivetransferforimprovedlow-resourcespeechrecognitionusingacousticpseudo-tokens,10.48550/arxiv.2402.02302,,2402.02302,2024-02-03,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,BASE TTS: Lessons from building a billion-parameter Text-to-Speech model on 100K hours of data,basetts:lessonsfrombuildingabillion-parametertext-to-speechmodelon100khoursofdata,10.48550/arxiv.2402.08093,,2402.08093,2024-02-12,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Language-Codec: Bridging Discrete Codec Representations and Speech Language Models,language-codec:bridgingdiscretecodecrepresentationsandspeechlanguagemodels,10.48550/arxiv.2402.12208,,2402.12208,2024-02-19,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Text-guided HuBERT: Self-Supervised Speech Pre-training via Generative Adversarial Networks,text-guidedhubert:self-supervisedspeechpre-trainingviagenerativeadversarialnetworks,10.48550/arxiv.2402.15725,,2402.15725,2024-02-24,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Phonetic and Lexical Discovery of a Canine Language using HuBERT,phoneticandlexicaldiscoveryofacaninelanguageusinghubert,10.48550/arxiv.2402.15985,,2402.15985,2024-02-25,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,VoiceCraft: Zero-Shot Speech Editing and Text-to-Speech in the Wild,voicecraft:zero-shotspeecheditingandtext-to-speechinthewild,10.48550/arxiv.2403.16973,,2403.16973,2024-03-25,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Scaling Properties of Speech Language Models,scalingpropertiesofspeechlanguagemodels,10.18653/v1/2024.emnlp-main.21,,2404.00685,2024-03-31,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,CLaM-TTS: Improving Neural Codec Language Model for Zero-Shot Text-to-Speech,clam-tts:improvingneuralcodeclanguagemodelforzero-shottext-to-speech,10.48550/arxiv.2404.02781,,2404.02781,2024-04-03,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,The X-LANCE Technical Report for Interspeech 2024 Speech Processing Using Discrete Speech Unit Challenge,thex-lancetechnicalreportforinterspeech2024speechprocessingusingdiscretespeechunitchallenge,10.48550/arxiv.2404.06079,,2404.06079,2024-04-09,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,ESC: Efficient Speech Coding with Cross-Scale Residual Vector Quantized Transformers,esc:efficientspeechcodingwithcross-scaleresidualvectorquantizedtransformers,10.48550/arxiv.2404.19441,,2404.19441,2024-04-30,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Evaluating Text-to-Speech Synthesis from a Large Discrete Token-based Speech Language Model,evaluatingtext-to-speechsynthesisfromalargediscretetoken-basedspeechlanguagemodel,10.48550/arxiv.2405.09768,,2405.09768,2024-05-16,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,C3LLM: Conditional Multimodal Content Generation Using Large Language Models,c3llm:conditionalmultimodalcontentgenerationusinglargelanguagemodels,10.48550/arxiv.2405.16136,,2405.16136,2024-05-25,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Generative Pre-trained Speech Language Model with Efficient Hierarchical Transformer,generativepre-trainedspeechlanguagemodelwithefficienthierarchicaltransformer,10.48550/arxiv.2406.00976,,2406.00976,2024-06-03,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,MaskSR: Masked Language Model for Full-band Speech Restoration,masksr:maskedlanguagemodelforfull-bandspeechrestoration,10.48550/arxiv.2406.02092,,2406.02092,2024-06-04,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Addressing Index Collapse of Large-Codebook Speech Tokenizer with Dual-Decoding Product-Quantized Variational Auto-Encoder,addressingindexcollapseoflarge-codebookspeechtokenizerwithdual-decodingproduct-quantizedvariationalauto-encoder,10.48550/arxiv.2406.02940,,2406.02940,2024-06-05,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Improving Audio Codec-based Zero-Shot Text-to-Speech Synthesis with Multi-Modal Context and Large Language Model,improvingaudiocodec-basedzero-shottext-to-speechsynthesiswithmulti-modalcontextandlargelanguagemodel,10.48550/arxiv.2406.03706,,2406.03706,2024-06-06,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Boosting Diffusion Model for Spectrogram Up-sampling in Text-to-speech: An Empirical Study,boostingdiffusionmodelforspectrogramup-samplingintext-to-speech:anempiricalstudy,10.48550/arxiv.2406.04633,,2406.04633,2024-06-07,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,VALL-E 2: Neural Codec Language Models are Human Parity Zero-Shot Text to Speech Synthesizers,vall-e2:neuralcodeclanguagemodelsarehumanparityzero-shottexttospeechsynthesizers,10.48550/arxiv.2406.05370,,2406.05370,2024-06-08,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Discrete Multimodal Transformers with a Pretrained Large Language Model for Mixed-Supervision Speech Processing,discretemultimodaltransformerswithapretrainedlargelanguagemodelformixed-supervisionspeechprocessing,10.48550/arxiv.2406.06582,,2406.06582,2024-06-04,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,VALL-E R: Robust and Efficient Zero-Shot Text-to-Speech Synthesis via Monotonic Alignment,vall-er:robustandefficientzero-shottext-to-speechsynthesisviamonotonicalignment,10.48550/arxiv.2406.07855,,2406.07855,2024-06-12,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,CoLM-DSR: Leveraging Neural Codec Language Modeling for Multi-Modal Dysarthric Speech Reconstruction,colm-dsr:leveragingneuralcodeclanguagemodelingformulti-modaldysarthricspeechreconstruction,10.48550/arxiv.2406.08336,,2406.08336,2024-06-12,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,How Should We Extract Discrete Audio Tokens from Self-Supervised Models?,howshouldweextractdiscreteaudiotokensfromself-supervisedmodels?,10.48550/arxiv.2406.10735,,2406.10735,2024-06-15,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,NAST: Noise Aware Speech Tokenization for Speech Language Models,nast:noiseawarespeechtokenizationforspeechlanguagemodels,10.48550/arxiv.2406.11037,,2406.11037,2024-06-16,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Children's Speech Recognition through Discrete Token Enhancement,children'sspeechrecognitionthroughdiscretetokenenhancement,10.48550/arxiv.2406.13431,,2406.13431,2024-06-19,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,DASB - Discrete Audio and Speech Benchmark,dasb-discreteaudioandspeechbenchmark,10.48550/arxiv.2406.14294,,2406.14294,2024-06-20,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,High Fidelity Text-to-Speech Via Discrete Tokens Using Token Transducer and Group Masked Language Model,highfidelitytext-to-speechviadiscretetokensusingtokentransducerandgroupmaskedlanguagemodel,10.48550/arxiv.2406.17310,,2406.17310,2024-06-25,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,On the Effectiveness of Acoustic BPE in Decoder-Only TTS,ontheeffectivenessofacousticbpeindecoder-onlytts,10.48550/arxiv.2407.03892,,2407.03892,2024-07-04,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,CosyVoice: A Scalable Multilingual Zero-shot Text-to-speech Synthesizer based on Supervised Semantic Tokens,cosyvoice:ascalablemultilingualzero-shottext-to-speechsynthesizerbasedonsupervisedsemantictokens,10.48550/arxiv.2407.05407,,2407.05407,2024-07-07,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,dMel: Speech Tokenization made Simple,dmel:speechtokenizationmadesimple,10.48550/arxiv.2407.15835,,2407.15835,2024-07-22,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Enabling Beam Search for Language Model-Based Text-to-Speech Synthesis,enablingbeamsearchforlanguagemodel-basedtext-to-speechsynthesis,10.48550/arxiv.2408.16373,,2408.16373,2024-08-29,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Codec Does Matter: Exploring the Semantic Shortcoming of Codec for Audio Language Model,codecdoesmatter:exploringthesemanticshortcomingofcodecforaudiolanguagemodel,10.48550/arxiv.2408.17175,,2408.17175,2024-08-30,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,MaskGCT: Zero-Shot Text-to-Speech with Masked Generative Codec Transformer,maskgct:zero-shottext-to-speechwithmaskedgenerativecodectransformer,10.48550/arxiv.2409.00750,,2409.00750,2024-09-01,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,vec2wav 2.0: Advancing Voice Conversion via Discrete Token Vocoders,vec2wav2.0:advancingvoiceconversionviadiscretetokenvocoders,10.48550/arxiv.2409.01995,,2409.01995,2024-09-03,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,STAB: Speech Tokenizer Assessment Benchmark,stab:speechtokenizerassessmentbenchmark,10.48550/arxiv.2409.02384,,2409.02384,2024-09-04,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,FireRedTTS: A Foundation Text-To-Speech Framework for Industry-Level Generative Speech Applications,fireredtts:afoundationtext-to-speechframeworkforindustry-levelgenerativespeechapplications,10.48550/arxiv.2409.03283,,2409.03283,2024-09-05,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,LAST: Language Model Aware Speech Tokenization,last:languagemodelawarespeechtokenization,10.48550/arxiv.2409.03701,,2409.03701,2024-09-05,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Investigating Neural Audio Codecs for Speech Language Model-Based Speech Generation,investigatingneuralaudiocodecsforspeechlanguagemodel-basedspeechgeneration,10.48550/arxiv.2409.04016,,2409.04016,2024-09-06,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Disentangling the Prosody and Semantic Information with Pre-trained Model for In-Context Learning based Zero-Shot Voice Conversion,disentanglingtheprosodyandsemanticinformationwithpre-trainedmodelforin-contextlearningbasedzero-shotvoiceconversion,10.48550/arxiv.2409.05004,,2409.05004,2024-09-08,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Joint Semantic Knowledge Distillation and Masked Acoustic Modeling for Full-band Speech Restoration with Improved Intelligibility,jointsemanticknowledgedistillationandmaskedacousticmodelingforfull-bandspeechrestorationwithimprovedintelligibility,10.48550/arxiv.2409.09357,,2409.09357,2024-09-14,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Self-Supervised Syllable Discovery Based on Speaker-Disentangled HuBERT,self-supervisedsyllablediscoverybasedonspeaker-disentangledhubert,10.48550/arxiv.2409.10103,,2409.10103,2024-09-16,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Single-stage TTS with Masked Audio Token Modeling and Semantic Knowledge Distillation,single-stagettswithmaskedaudiotokenmodelingandsemanticknowledgedistillation,10.48550/arxiv.2409.11003,,2409.11003,2024-09-17,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Learning Source Disentanglement in Neural Audio Codec,learningsourcedisentanglementinneuralaudiocodec,10.48550/arxiv.2409.11228,,2409.11228,2024-09-17,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Speaking from Coarse to Fine: Improving Neural Codec Language Model via Multi-Scale Speech Coding and Generation,speakingfromcoarsetofine:improvingneuralcodeclanguagemodelviamulti-scalespeechcodingandgeneration,10.48550/arxiv.2409.11630,,2409.11630,2024-09-18,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,NDVQ: Robust Neural Audio Codec with Normal Distribution-Based Vector Quantization,ndvq:robustneuralaudiocodecwithnormaldistribution-basedvectorquantization,10.48550/arxiv.2409.12717,,2409.12717,2024-09-19,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,"ESPnet-Codec: Comprehensive Training and Evaluation of Neural Codecs for Audio, Music, and Speech","espnet-codec:comprehensivetrainingandevaluationofneuralcodecsforaudio,music,andspeech",10.48550/arxiv.2409.15897,,2409.15897,2024-09-24,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Analyzing and Mitigating Inconsistency in Discrete Audio Tokens for Neural Codec Language Models,analyzingandmitigatinginconsistencyindiscreteaudiotokensforneuralcodeclanguagemodels,10.48550/arxiv.2409.19283,,2409.19283,2024-09-28,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Moshi: a speech-text foundation model for real-time dialogue,moshi:aspeech-textfoundationmodelforreal-timedialogue,10.48550/arxiv.2410.00037,,2410.00037,2024-09-17,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
include,Textless Streaming Speech-to-Speech Translation using Semantic Speech Tokens,textlessstreamingspeech-to-speechtranslationusingsemanticspeechtokens,10.48550/arxiv.2410.03298,,2410.03298,2024-10-04,f84221d054a803ad95a17603644a25baad70b61eee481db03ed19d5879ab99fc,base_review,2026-01-07T18:15:18.216239+00:00,0
